Employee Name,Employee ID,Gender,Age,Tenure,Role,Department,Starting Salary,Current Salary,Location,Contract,Years of Experience,Average Monthly Working Hours,Months in Role,Promotion History,Last Performance Review Score,Start Date,End Date,Turnover
Amanda Clarke,8532,Male,26,0.6,Software Engineer,IT,85378,107079,Office-Based,Full-time,8,162,1,1,5,2024-06-26,,0
Martha Cole DVM,3506,Female,43,4.2,Sales Manager,Sales,40242,82104,Remote,Full-time,6,199,22,4,4,2018-01-20,2022-03-23,1
Mr. Tanner Hudson,8135,Female,43,13.9,Sales Manager,Sales,94138,94578,Office-Based,Full-time,17,123,37,4,5,2011-02-24,,0
Richard Harper,3885,Male,40,0.4,Sales Manager,Sales,52964,71582,Remote,Full-time,2,142,4,0,2,2024-09-03,,0
Jeffery Castillo,9548,Male,33,1.0,Account Executive,Sales,41375,85772,Remote,Full-time,15,134,8,1,4,2019-01-02,2020-01-13,1
Lawrence Johnson,5425,Male,41,10.8,Engineering Manager,IT,51230,85762,Office-Based,Part-time,23,175,25,3,5,2014-04-08,,0
Mary Graham,9817,Male,29,1.4,Software Engineer,IT,64785,110290,Office-Based,Full-time,5,151,16,0,5,2017-05-24,2018-10-09,1
Daniel Chambers,8921,Male,56,4.1,Account Executive,Sales,81252,99606,Office-Based,Full-time,25,194,5,2,5,2015-05-01,2019-06-05,1
Lisa Clark,8616,Male,27,3.5,Software Engineer,IT,65435,114672,Office-Based,Full-time,4,167,19,2,4,2021-07-18,,0
Amanda Myers DVM,8136,Female,33,5.1,Engineering Manager,IT,72426,103474,Remote,Full-time,14,194,4,4,5,2019-12-26,,0
Abigail Scott,5397,Male,36,6.8,Sales Manager,Sales,60053,87907,Office-Based,Full-time,10,167,18,4,4,2018-03-27,,0
Katherine Gilmore,6280,Male,30,11.8,Marketing Specialist,Marketing,55084,93354,Remote,Full-time,12,163,9,5,4,2013-04-05,,0
Victor Woodward,5022,Female,49,4.7,Marketing Specialist,Marketing,65059,66678,Remote,Full-time,20,129,4,3,4,2020-05-20,,0
Ann Tyler DDS,2419,Male,40,14.1,Sales Manager,Sales,46449,54220,Remote,Full-time,16,145,2,3,4,2010-12-06,,0
Jesus Castillo,5569,Female,38,13.1,Sales Manager,Sales,96033,145341,Office-Based,Full-time,15,153,37,5,3,2011-12-19,,0
Caitlin Howell,8385,Female,40,8.4,Director,IT,78007,127670,Office-Based,Full-time,15,185,5,4,5,2016-08-29,,0
Maria Brown,4995,Male,47,0.1,Software Engineer,IT,78469,114685,Office-Based,Full-time,16,179,1,0,2,2024-11-21,2025-01-06,1
Deborah Brooks,8613,Male,42,0.2,Sales Manager,Sales,68749,98238,Office-Based,Full-time,23,137,1,1,5,2024-11-25,,0
Steven Stewart,6511,Male,41,12.4,Marketing Specialist,Marketing,54777,82246,Office-Based,Full-time,20,188,31,3,4,2012-08-22,,0
James Rivas,1470,Male,58,3.1,Software Engineer,IT,81277,120795,Office-Based,Full-time,13,170,16,3,5,2021-12-10,,0
Robert Flores,9098,Male,47,4.8,Account Executive,Sales,61550,98873,Office-Based,Full-time,11,158,31,4,3,2010-07-10,2015-05-10,1
Kathy Shaw,6325,Male,65,12.2,Sales Manager,Sales,53041,57595,Office-Based,Full-time,44,146,37,1,4,2012-11-04,,0
Erica Mcbride,3979,Male,51,6.2,Marketing Specialist,Marketing,96341,123267,Office-Based,Part-time,7,136,10,2,5,2014-10-28,2021-01-16,1
Tiffany Lewis,8988,Female,26,0.2,Marketing Specialist,Marketing,68324,114833,Office-Based,Full-time,3,193,1,0,5,2024-11-25,,0
Mario Kaufman,4475,Male,54,7.1,Account Executive,Sales,49351,78562,Remote,Full-time,16,151,19,2,5,2017-12-16,,0
Nicholas Lucero,6813,Female,51,2.0,Marketing Specialist,Marketing,82355,112259,Office-Based,Full-time,26,158,24,0,2,2023-01-06,,0
Douglas Thompson,5232,Male,48,1.8,Marketing Manager,Marketing,65209,108402,Remote,Full-time,25,170,1,1,5,2014-01-22,2015-11-17,1
Jordan Shannon,6576,Male,37,6.7,Marketing Specialist,Marketing,83690,88064,Office-Based,Full-time,11,147,18,5,5,2018-05-10,,0
Roger Smith,5581,Female,57,7.8,Software Engineer,IT,90235,111600,Office-Based,Full-time,12,146,11,1,5,2011-09-17,2019-06-24,1
Shawn Thornton,5526,Female,23,0.8,Engineering Manager,IT,66171,78911,Office-Based,Full-time,4,134,6,1,5,2023-10-15,2024-08-06,1
Michelle Hanson,1166,Male,42,7.4,Account Executive,Sales,45409,81350,Office-Based,Full-time,23,176,11,4,3,2017-08-22,,0
Robert Ramos,9464,Female,32,2.0,Sales Manager,Sales,59277,67413,Office-Based,Full-time,12,129,23,0,3,2022-12-06,2024-11-23,1
Jennifer Mcmillan,4130,Male,65,1.2,Sales Manager,Sales,86819,89076,Office-Based,Full-time,24,176,14,0,3,2018-02-18,2019-04-16,1
Ryan Duffy,2402,Male,46,13.7,Account Executive,Sales,43189,67921,Office-Based,Part-time,14,167,37,5,5,2011-05-22,,0
Brittney Day,4954,Male,27,4.0,Director,IT,52592,97153,Office-Based,Full-time,5,132,20,3,5,2016-03-20,2020-03-03,1
Mary Wallace,4937,Male,32,10.4,Marketing Specialist,Marketing,76834,117911,Remote,Full-time,11,189,37,3,4,2013-10-20,2024-03-20,1
Mrs. Connie Carroll,8800,Female,29,2.6,Sales Manager,Sales,40982,67336,Office-Based,Full-time,8,147,26,1,4,2019-05-28,2022-01-13,1
Tiffany Savage,9041,Male,64,3.2,Sales Manager,Sales,66941,86702,Office-Based,Full-time,6,133,27,1,5,2021-11-04,,0
Jessica Nguyen,8342,Male,38,9.0,Engineering Manager,IT,90554,136017,Remote,Full-time,15,160,11,4,5,2016-01-29,,0
Warren Stewart,1282,Female,26,7.0,Software Engineer,IT,81981,130596,Remote,Full-time,8,121,17,4,4,2018-02-09,,0
James Taylor,2524,Male,41,3.0,Account Executive,Sales,49014,73558,Office-Based,Full-time,11,168,36,0,2,2019-09-23,2022-09-17,1
Lori Howard MD,5820,Male,37,1.9,Sales Manager,Sales,58227,79037,Office-Based,Full-time,16,186,15,1,5,2023-02-16,,0
Thomas Woods,4630,Female,63,14.3,Marketing Specialist,Marketing,55876,69364,Office-Based,Part-time,22,151,37,3,5,2010-10-13,,0
Michelle Young,7625,Male,60,5.8,Marketing Manager,Marketing,81273,81669,Remote,Full-time,26,144,1,2,3,2019-03-28,,0
Dr. Susan Allen,4986,Male,35,9.6,Software Engineer,IT,45122,73056,Office-Based,Full-time,13,145,37,2,4,2011-02-18,2020-09-17,1
Ethan Mooney,6016,Male,60,3.3,Engineering Manager,IT,53199,71015,Office-Based,Full-time,40,166,8,4,4,2021-02-20,2024-05-31,1
Jasmine Jackson,7046,Male,52,11.2,Director,IT,50215,81803,Remote,Full-time,31,130,18,4,5,2013-11-05,,0
Rachel Dawson,8753,Female,60,6.2,Marketing Manager,Marketing,70385,90429,Office-Based,Full-time,18,197,22,3,4,2018-11-10,,0
Brandon Gonzalez,9698,Female,30,11.9,Account Executive,Sales,40841,73654,Office-Based,Full-time,12,171,37,2,5,2013-02-28,,0
Patrick Hall,6632,Female,45,13.8,Account Executive,Sales,66790,69334,Office-Based,Full-time,24,192,37,5,3,2011-03-24,,0
Lorraine Gutierrez,7971,Female,38,8.0,Software Engineer,IT,86473,118495,Office-Based,Full-time,20,127,12,3,5,2017-01-16,,0
Shawn Anderson,6419,Female,37,5.1,Engineering Manager,IT,86305,130635,Remote,Full-time,19,138,6,3,4,2016-08-24,2021-09-25,1
Troy Peters,6764,Female,65,3.8,Engineering Manager,IT,95149,105728,Remote,Full-time,42,169,3,5,4,2015-08-29,2019-07-02,1
Melanie Moore,8434,Male,55,4.3,Marketing Specialist,Marketing,85340,105146,Office-Based,Full-time,15,168,15,4,5,2020-10-17,,0
Laura Martin,5438,Female,27,0.2,Engineering Manager,IT,53731,102770,Office-Based,Full-time,3,141,1,1,5,2024-03-22,2024-05-20,1
Laura Sanders,6023,Male,28,1.4,Engineering Manager,IT,58896,106936,Office-Based,Full-time,10,143,10,1,5,2015-04-20,2016-09-11,1
Kathryn Conway,5118,Male,53,5.9,Director,IT,53931,66096,Remote,Full-time,20,144,10,5,4,2016-06-17,2022-05-12,1
Ian Brown,4777,Female,50,0.1,Marketing Specialist,Marketing,45616,70370,Remote,Full-time,11,123,1,0,3,2024-12-24,,0
Mr. Timothy Gibson,2976,Female,53,2.6,Marketing Specialist,Marketing,89269,89742,Office-Based,Full-time,3,125,31,0,1,2022-06-10,,0
Christine Sanchez,4155,Male,46,13.5,Marketing Manager,Marketing,89604,111691,Office-Based,Full-time,28,163,15,4,5,2011-07-11,,0
Julie Garcia,6169,Male,45,13.3,Marketing Specialist,Marketing,97218,118861,Office-Based,Full-time,23,171,37,1,5,2011-09-22,,0
Susan Summers,2958,Male,23,3.2,Marketing Specialist,Marketing,69616,110140,Office-Based,Full-time,5,185,13,2,4,2021-11-20,,0
Charles Casey,9779,Male,22,3.1,Director,IT,42998,91220,Office-Based,Full-time,4,197,4,3,4,2021-12-13,,0
Jeffrey Miller,4033,Male,44,14.2,Engineering Manager,IT,65222,84480,Office-Based,Full-time,25,186,37,1,5,2010-11-15,,0
Patricia Walters,4138,Male,30,9.4,Director,IT,70592,81605,Office-Based,Part-time,11,181,4,5,5,2015-09-01,,0
James Patterson,4545,Male,37,9.2,Marketing Manager,Marketing,86908,88823,Remote,Part-time,11,169,37,1,5,2014-11-08,2024-01-29,1
Dawn Buckley,8933,Male,38,14.2,Software Engineer,IT,81520,129060,Office-Based,Full-time,15,162,37,2,5,2010-10-25,,0
Justin Serrano,5530,Male,63,3.3,Director,IT,68636,83929,Remote,Full-time,45,131,6,5,3,2021-10-04,,0
Anthony Swanson,9595,Female,59,0.3,Sales Manager,Sales,95923,116460,Office-Based,Full-time,8,120,2,1,4,2024-10-08,,0
Mr. Todd Gregory,5636,Male,46,10.7,Software Engineer,IT,83499,122926,Office-Based,Full-time,22,121,37,2,5,2014-04-30,,0
Pam Riley,2647,Female,42,6.3,Engineering Manager,IT,69870,79531,Office-Based,Full-time,14,124,6,4,5,2010-04-18,2016-08-20,1
Tara Wright,4180,Female,54,15.0,Marketing Manager,Marketing,81358,95494,Office-Based,Full-time,24,168,3,5,3,2010-01-29,,0
Anthony Ramos,5853,Female,31,13.0,Director,IT,90858,102590,Office-Based,Full-time,14,158,34,1,5,2012-01-29,,0
Edward Williams,4727,Male,23,0.1,Marketing Specialist,Marketing,89657,115305,Office-Based,Full-time,4,156,1,1,4,2024-12-01,,0
Abigail Peterson,6912,Male,57,2.4,Director,IT,86503,106430,Office-Based,Full-time,23,137,28,0,3,2022-09-08,,0
David Lambert,3939,Female,40,0.7,Engineering Manager,IT,82679,83277,Office-Based,Full-time,7,133,8,0,3,2024-05-05,,0
Laura Casey,5952,Male,46,14.7,Account Executive,Sales,46294,69597,Office-Based,Full-time,25,126,4,2,3,2010-05-25,,0
Lisa Juarez,1231,Female,59,14.8,Sales Manager,Sales,42227,50012,Remote,Full-time,35,196,6,4,5,2010-03-31,,0
Ashley Solis,3073,Female,64,10.6,Engineering Manager,IT,82807,111978,Office-Based,Full-time,35,130,7,3,3,2014-07-01,,0
Melissa Trujillo,5494,Male,23,2.4,Engineering Manager,IT,88847,95043,Office-Based,Full-time,4,181,16,1,5,2022-09-08,,0
Karina Lee,1745,Female,41,8.2,Engineering Manager,IT,99564,134790,Remote,Full-time,14,122,19,1,4,2016-11-01,,0
Joshua Hill,1893,Female,26,2.9,Director,IT,89347,102943,Office-Based,Full-time,8,143,35,0,4,2022-02-25,,0
Joshua Rodriguez,5786,Male,22,2.3,Account Executive,Sales,48442,86130,Remote,Full-time,4,191,28,0,2,2022-09-24,,0
Jamie Barry,9042,Male,27,1.7,Software Engineer,IT,51246,78971,Office-Based,Full-time,6,151,14,1,4,2023-05-01,,0
Courtney Anderson,2680,Female,64,9.3,Engineering Manager,IT,60508,94761,Office-Based,Part-time,46,197,11,4,5,2015-09-23,,0
Kim Walters,1200,Male,28,1.5,Sales Manager,Sales,49284,68925,Office-Based,Full-time,5,137,18,0,3,2023-07-07,,0
Joseph Golden,5658,Male,59,6.0,Software Engineer,IT,56709,73792,Office-Based,Part-time,34,171,3,1,4,2019-01-14,,0
Jamie Gordon,8690,Female,65,2.3,Account Executive,Sales,81259,129275,Remote,Full-time,12,144,28,0,4,2022-10-01,,0
Mathew Barnes,8843,Male,48,3.0,Marketing Manager,Marketing,41698,81256,Remote,Full-time,29,188,10,1,3,2022-01-26,,0
James Bautista,8216,Female,26,4.9,Director,IT,57907,67496,Office-Based,Full-time,7,121,22,3,3,2020-02-26,,0
James Cameron,6582,Male,46,3.8,Engineering Manager,IT,97377,117467,Office-Based,Full-time,9,132,12,5,5,2021-03-24,,0
Mr. Ryan Brandt MD,4020,Female,57,0.8,Marketing Specialist,Marketing,89274,114804,Remote,Full-time,4,188,9,0,3,2023-07-12,2024-04-20,1
Michelle Williams,1841,Female,52,9.7,Engineering Manager,IT,50190,93284,Remote,Full-time,10,154,13,5,3,2015-04-30,,0
Steven Gilmore,5136,Female,37,12.4,Sales Manager,Sales,68767,91966,Office-Based,Full-time,18,155,10,4,5,2012-08-25,,0
David Collins,8827,Male,41,13.0,Director,IT,60495,66402,Office-Based,Full-time,18,150,26,4,5,2012-02-11,,0
Peter Wiggins,2869,Male,58,0.1,Director,IT,97301,98001,Office-Based,Full-time,36,185,1,1,5,2024-07-07,2024-08-17,1
Jonathan Schmidt,2070,Male,52,13.1,Account Executive,Sales,80388,92851,Office-Based,Full-time,17,174,10,4,5,2011-12-12,,0
Michael Berry,7565,Female,37,11.3,Marketing Manager,Marketing,51044,95249,Office-Based,Full-time,12,148,37,5,4,2013-09-28,,0
Christina Richmond,9056,Female,30,11.0,Marketing Manager,Marketing,51172,75635,Office-Based,Full-time,12,151,37,4,5,2014-01-31,,0
Cameron Daniels,2213,Male,40,7.3,Account Executive,Sales,88367,129731,Office-Based,Full-time,12,159,37,2,5,2010-08-08,2017-11-17,1
Jennifer Evans,1878,Male,51,3.7,Account Executive,Sales,80339,110508,Office-Based,Full-time,5,120,1,3,4,2021-04-30,,0
Jeff Miller,3485,Male,47,7.4,Sales Manager,Sales,45553,80227,Office-Based,Full-time,21,135,9,4,5,2017-09-09,,0
Michelle Hughes,3444,Male,31,5.5,Marketing Manager,Marketing,64530,84143,Office-Based,Full-time,9,188,23,4,5,2019-07-10,,0
Kevin Pruitt,2395,Male,50,11.9,Marketing Specialist,Marketing,88961,117401,Remote,Full-time,17,145,37,2,3,2013-03-12,,0
Margaret Swanson,5066,Female,24,0.2,Account Executive,Sales,50506,94166,Remote,Full-time,6,154,1,1,3,2023-06-02,2023-08-02,1
Rebecca Martinez,2940,Female,57,14.0,Software Engineer,IT,87578,136198,Office-Based,Full-time,25,134,35,4,5,2011-01-06,,0
Barbara Hess,7818,Male,30,0.1,Account Executive,Sales,84453,106875,Office-Based,Full-time,11,121,1,0,3,2024-12-24,2025-01-23,1
Laura Harris,4697,Female,40,14.5,Sales Manager,Sales,87792,121296,Remote,Full-time,18,134,37,5,5,2010-08-12,,0
Lisa White,9561,Male,64,0.8,Engineering Manager,IT,87871,120791,Office-Based,Full-time,31,195,9,0,3,2024-04-14,,0
Michelle Drake,8381,Male,36,0.3,Sales Manager,Sales,49581,77519,Remote,Full-time,2,126,2,1,4,2015-08-14,2015-11-16,1
Amanda Fritz,8253,Female,62,13.4,Marketing Manager,Marketing,44020,77434,Office-Based,Full-time,24,134,16,4,4,2011-09-17,,0
Daniel Clark II,5871,Female,44,7.0,Sales Manager,Sales,42679,42714,Remote,Full-time,18,147,37,1,4,2018-01-12,,0
Michelle Kennedy,8025,Female,60,3.7,Marketing Specialist,Marketing,61907,81853,Remote,Full-time,20,190,34,4,5,2019-07-14,2023-03-29,1
Diana Walsh,6003,Male,43,10.6,Software Engineer,IT,79630,103982,Remote,Full-time,22,194,1,5,4,2014-06-01,,0
Andre Moore,1986,Male,30,0.8,Sales Manager,Sales,86180,115393,Office-Based,Full-time,1,189,9,0,3,2024-04-11,,0
Eric Martinez,2625,Female,52,11.5,Account Executive,Sales,48377,60940,Office-Based,Full-time,29,191,11,2,5,2013-07-15,,0
Jeremy Martinez,4404,Female,50,4.1,Marketing Manager,Marketing,67459,101784,Office-Based,Full-time,18,122,20,1,4,2020-12-14,,0
Todd King,4457,Female,30,2.2,Engineering Manager,IT,93381,119431,Office-Based,Full-time,3,185,27,0,5,2013-12-24,2016-03-14,1
Rhonda Rogers,5335,Male,50,1.0,Marketing Manager,Marketing,79794,97586,Remote,Full-time,19,193,3,1,4,2024-01-20,,0
Jacob Kirk,2330,Male,54,3.8,Director,IT,54439,73861,Office-Based,Full-time,20,141,35,3,4,2021-03-22,,0
Joshua Richardson,3573,Male,40,0.6,Marketing Specialist,Marketing,97238,100614,Office-Based,Full-time,9,146,7,0,3,2024-01-12,2024-08-17,1
Emily Smith,4929,Male,63,1.0,Account Executive,Sales,86233,122230,Remote,Full-time,25,198,11,1,4,2024-02-07,,0
Christopher Lucas,3847,Male,62,8.8,Engineering Manager,IT,58329,69911,Remote,Full-time,31,194,37,2,3,2016-04-20,,0
Steven Potter,2229,Female,63,3.6,Software Engineer,IT,53510,82489,Remote,Full-time,44,194,1,5,5,2015-11-18,2019-07-07,1
Tim Barker,3564,Female,31,1.9,Marketing Manager,Marketing,46140,78643,Remote,Full-time,7,142,22,0,1,2023-03-07,,0
Evelyn Davidson,1043,Female,33,11.5,Sales Manager,Sales,93575,119409,Office-Based,Full-time,14,138,10,2,3,2013-07-08,,0
George Edwards,7693,Male,51,14.0,Sales Manager,Sales,87629,136810,Office-Based,Full-time,18,168,4,5,4,2011-01-23,,0
Maurice Swanson,8699,Male,22,3.5,Sales Manager,Sales,90470,95948,Remote,Part-time,4,196,9,2,3,2021-07-12,,0
Brandi Macdonald,5771,Male,28,5.2,Sales Manager,Sales,49124,80609,Office-Based,Full-time,8,140,29,1,4,2019-10-29,,0
Antonio Cruz,1534,Female,31,7.8,Engineering Manager,IT,75626,83691,Remote,Full-time,13,189,17,3,4,2016-02-21,2023-12-01,1
Louis Martinez,4792,Female,31,1.8,Marketing Manager,Marketing,65256,74914,Office-Based,Full-time,2,169,22,0,3,2014-09-21,2016-07-21,1
Eric Porter,5720,Male,53,1.5,Marketing Specialist,Marketing,63416,68415,Office-Based,Full-time,16,130,18,0,4,2016-06-19,2017-12-19,1
Dr. Susan Williams,5632,Male,33,3.5,Engineering Manager,IT,67868,77712,Office-Based,Full-time,13,199,20,2,5,2021-08-04,,0
Natalie Carter,8438,Female,28,2.4,Director,IT,99440,146056,Office-Based,Full-time,8,139,28,1,5,2021-12-28,2024-05-20,1
Tina Singleton,2166,Male,42,10.8,Director,IT,44411,51827,Office-Based,Part-time,22,155,11,4,3,2012-08-18,2023-06-13,1
Andrew Bautista,4824,Female,30,1.8,Marketing Manager,Marketing,67776,99317,Office-Based,Full-time,7,162,2,1,3,2019-12-17,2021-09-24,1
Karen Mcpherson,5334,Male,46,4.0,Marketing Manager,Marketing,74896,110037,Office-Based,Full-time,22,194,6,5,5,2021-01-05,,0
David Jones,4241,Male,27,6.6,Marketing Specialist,Marketing,76593,107652,Office-Based,Part-time,7,127,37,1,5,2016-03-24,2022-10-22,1
Kathryn Kim,2880,Female,30,4.2,Sales Manager,Sales,94252,108970,Remote,Full-time,11,138,34,2,4,2019-08-13,2023-10-22,1
Jacob Taylor,9922,Male,49,4.6,Account Executive,Sales,71249,110172,Office-Based,Full-time,8,166,9,5,3,2020-06-25,,0
Rhonda Garcia,4683,Male,26,0.8,Marketing Manager,Marketing,88729,97911,Office-Based,Full-time,3,158,9,0,3,2021-10-30,2022-08-18,1
Holly Wheeler,3441,Female,50,11.8,Sales Manager,Sales,43932,86035,Remote,Full-time,21,184,37,1,3,2013-04-04,,0
Bryce Gonzales,5352,Female,49,9.3,Engineering Manager,IT,94363,111274,Office-Based,Full-time,24,149,3,5,4,2015-09-30,,0
Joshua Hill,3330,Male,39,0.5,Engineering Manager,IT,53884,80124,Office-Based,Full-time,13,143,5,0,4,2024-08-07,,0
Tammy Werner,1977,Male,51,10.0,Director,IT,64934,75735,Remote,Full-time,31,174,12,4,4,2015-01-06,,0
Laura Blankenship,3718,Male,28,0.5,Sales Manager,Sales,58494,69160,Office-Based,Full-time,6,196,5,0,1,2022-03-24,2022-09-05,1
Anne Hart,6039,Female,34,2.8,Account Executive,Sales,77363,114377,Remote,Part-time,6,181,26,1,3,2022-03-26,,0
Claudia Watts,5728,Female,27,5.2,Marketing Manager,Marketing,72782,85553,Office-Based,Full-time,8,165,3,3,5,2019-11-06,,0
Paul Fleming,8195,Male,43,6.0,Director,IT,90794,100636,Remote,Full-time,10,181,3,5,5,2019-01-13,,0
Shane Bailey,3037,Male,40,2.4,Engineering Manager,IT,46113,93198,Remote,Full-time,17,138,29,0,4,2018-02-28,2020-07-28,1
Christina Cooley,8679,Male,54,11.0,Marketing Specialist,Marketing,59060,82673,Office-Based,Part-time,26,125,37,2,5,2014-01-31,,0
Ashley Olson,5982,Female,37,2.3,Software Engineer,IT,81142,113747,Remote,Full-time,5,159,28,0,3,2020-01-27,2022-05-25,1
Michael Jensen,7594,Male,53,4.1,Sales Manager,Sales,44467,62824,Office-Based,Full-time,10,129,34,3,4,2014-12-09,2019-01-28,1
Crystal Edwards,5460,Female,38,13.6,Engineering Manager,IT,49204,57328,Office-Based,Full-time,20,166,18,4,5,2011-06-21,,0
Anthony Burke,9199,Female,48,0.2,Software Engineer,IT,95367,136302,Office-Based,Full-time,15,172,1,1,5,2024-11-05,,0
Rhonda Saunders,9847,Female,65,5.1,Engineering Manager,IT,93820,130572,Remote,Full-time,9,157,1,2,4,2017-10-07,2022-11-01,1
Maria Castro,9090,Female,26,1.2,Marketing Specialist,Marketing,70531,101233,Office-Based,Part-time,5,179,14,0,1,2021-05-26,2022-08-15,1
Robert Hess,8172,Male,28,7.9,Marketing Manager,Marketing,61543,65768,Office-Based,Part-time,9,182,37,2,4,2017-03-15,,0
Alexis Todd,2317,Female,29,4.2,Marketing Manager,Marketing,49536,91493,Remote,Full-time,9,196,2,2,5,2016-07-03,2020-09-02,1
Michael Espinoza,8078,Male,45,10.3,Sales Manager,Sales,96886,98389,Office-Based,Full-time,17,154,11,1,4,2014-10-08,,0
Juan Roberts,5102,Male,27,4.0,Marketing Specialist,Marketing,97263,143938,Office-Based,Full-time,8,147,35,1,5,2020-10-03,2024-09-23,1
Susan Rodriguez,1423,Female,33,4.2,Director,IT,59457,70239,Remote,Part-time,11,181,18,3,4,2020-11-07,,0
Cody Moore,2496,Male,49,8.9,Director,IT,40650,77409,Office-Based,Full-time,27,129,11,4,5,2016-02-25,,0
Christopher Townsend,1339,Male,42,6.5,Marketing Manager,Marketing,49665,82396,Office-Based,Full-time,7,172,21,2,4,2018-07-30,,0
Alexis Rodriguez,5415,Male,50,11.5,Engineering Manager,IT,77904,84290,Remote,Full-time,32,144,3,4,4,2013-07-07,,0
Justin Baldwin,3870,Male,60,13.0,Engineering Manager,IT,77803,78744,Office-Based,Full-time,20,158,37,2,5,2012-02-03,,0
Brianna Mooney,8708,Male,53,14.7,Marketing Specialist,Marketing,63082,98633,Office-Based,Part-time,28,162,37,4,3,2010-04-27,,0
Amy Pierce,9502,Male,51,12.2,Sales Manager,Sales,75570,104135,Office-Based,Full-time,30,175,14,5,5,2012-11-20,,0
George Cardenas,8245,Male,27,3.8,Software Engineer,IT,66953,73747,Office-Based,Full-time,4,189,34,1,3,2021-04-11,,0
Matthew Cook,3973,Female,54,12.4,Director,IT,67567,81452,Remote,Full-time,34,168,3,3,3,2012-09-04,,0
Samuel Stevens,8141,Female,29,9.2,Director,IT,82261,128387,Office-Based,Full-time,11,167,29,4,5,2015-10-27,,0
William Adams,2494,Female,39,14.2,Engineering Manager,IT,55830,56102,Office-Based,Full-time,17,121,37,4,3,2010-11-21,,0
Melanie Shannon,8700,Female,55,14.6,Sales Manager,Sales,77498,105679,Remote,Part-time,25,144,37,3,5,2010-06-21,,0
Patricia Matthews,6700,Female,25,5.0,Engineering Manager,IT,65586,113303,Remote,Part-time,7,186,3,2,3,2020-01-16,,0
Anthony Todd,7690,Male,28,2.6,Director,IT,89949,131060,Office-Based,Full-time,4,140,4,1,5,2022-06-23,,0
Julie Caldwell,6460,Male,27,1.5,Account Executive,Sales,80507,126878,Office-Based,Part-time,2,193,17,0,2,2022-12-23,2024-06-06,1
Elizabeth Kerr,6260,Male,51,6.4,Engineering Manager,IT,98845,113377,Remote,Full-time,12,151,37,2,5,2018-08-21,,0
Raymond Davis,2713,Female,38,5.0,Engineering Manager,IT,41516,83353,Office-Based,Full-time,7,134,10,2,4,2020-02-08,,0
Alisha Davis,3634,Male,28,3.0,Account Executive,Sales,72390,96074,Office-Based,Full-time,5,132,36,0,3,2019-12-22,2022-12-22,1
Krista Hernandez,6403,Male,48,0.2,Marketing Manager,Marketing,98308,118859,Office-Based,Full-time,7,140,1,1,4,2024-07-11,2024-09-14,1
Mrs. Mary Moore,7744,Male,33,2.6,Account Executive,Sales,62466,85192,Office-Based,Full-time,12,189,31,0,1,2022-06-29,,0
Michael Jimenez DDS,9117,Female,29,4.6,Software Engineer,IT,73537,123407,Remote,Full-time,9,134,37,1,5,2017-05-27,2022-01-01,1
Joseph Ramsey,5722,Male,42,1.3,Marketing Specialist,Marketing,57935,89495,Remote,Full-time,24,190,15,0,3,2012-03-27,2013-07-19,1
Lindsay Frye,7561,Female,53,4.0,Marketing Specialist,Marketing,51335,64303,Office-Based,Full-time,34,155,16,2,5,2021-01-29,,0
Henry Newman,1601,Male,59,14.2,Director,IT,53489,100809,Office-Based,Full-time,24,174,37,2,5,2010-10-29,,0
Rhonda Edwards,8451,Female,42,13.4,Sales Manager,Sales,77168,100296,Office-Based,Full-time,20,128,23,4,4,2011-09-12,,0
Katherine Black,2442,Male,54,6.4,Director,IT,97491,139768,Office-Based,Full-time,16,170,8,5,3,2016-10-24,2023-03-09,1
Richard Hill,6153,Male,42,8.3,Account Executive,Sales,54102,97156,Office-Based,Full-time,20,160,12,2,3,2016-10-05,,0
Carolyn Smith,5135,Female,22,2.3,Sales Manager,Sales,76807,81147,Office-Based,Full-time,4,187,18,1,4,2022-09-27,,0
Michelle Patel,6296,Female,60,10.0,Engineering Manager,IT,67639,112343,Office-Based,Full-time,15,160,5,5,4,2015-02-01,,0
Eddie Smith,2899,Male,53,13.6,Account Executive,Sales,69673,80888,Office-Based,Full-time,27,150,16,1,5,2011-06-20,,0
Michael Washington,7622,Female,23,2.4,Marketing Manager,Marketing,58636,67225,Office-Based,Full-time,5,188,29,0,5,2022-08-17,,0
Angel Ferrell,9431,Male,43,13.0,Director,IT,92593,119795,Office-Based,Full-time,21,164,37,1,4,2012-01-08,,0
Elaine Hill,1018,Female,53,6.0,Marketing Manager,Marketing,95618,137632,Office-Based,Full-time,16,167,11,4,5,2019-01-24,,0
Lisa Summers,9889,Male,23,1.6,Marketing Specialist,Marketing,96451,141513,Office-Based,Full-time,3,131,18,0,1,2022-03-28,2023-10-16,1
Alexis James,8569,Female,56,1.3,Account Executive,Sales,43145,63086,Remote,Full-time,18,198,16,0,4,2023-09-23,,0
Matthew Mclean,7770,Female,39,13.0,Sales Manager,Sales,60927,70626,Office-Based,Full-time,21,172,3,1,5,2012-01-29,,0
Russell Melton,1888,Male,55,5.4,Marketing Specialist,Marketing,90635,138532,Office-Based,Full-time,37,157,10,3,5,2019-09-04,,0
Jonathan Wolf,4073,Female,57,4.2,Account Executive,Sales,72414,76363,Remote,Full-time,18,179,13,1,5,2020-10-30,,0
